#(m)z	t(yr)	dT(C)
0	0	0.00
1	17	0.00
2	35	0.00
3	53	0.00
4	72	0.00
5	91	0.00
6	110	0.00
7	129	0.00
8	149	-0.81
9	170	0.02
10	190	0.36
11	211	-0.95
12	234	-1.84
13	258	-1.09
14	281	-0.75
15	304	-0.22
16	327	-0.48
17	351	-0.75
18	375	0.23
19	397	1.33
20	420	0.35
21	444	0.18
22	469	-0.08
23	495	-1.08
24	523	-1.39
25	552	-1.61
26	581	-0.90
27	609	-0.60
28	637	-0.02
29	665	-0.18
30	695	-1.23
31	726	-1.54
32	757	-0.85
33	788	-0.10
34	817	-0.17
35	848	-0.78
36	881	-0.78
37	912	-0.17
38	944	-0.25
39	976	-0.28
40	1009	-0.81
41	1042	-0.05
42	1074	0.27
43	1107	-0.83
44	1142	-0.65
45	1176	-0.27
46	1211	-0.65
47	1247	-1.48
48	1285	-1.64
49	1321	-0.40
50	1356	0.33
51	1390	-0.05
52	1426	-0.13
53	1461	-0.03
54	1497	-0.46
55	1535	-1.00
56	1573	-0.96
57	1612	-1.33
58	1652	-1.51
59	1692	-0.88
60	1732	-1.06
61	1772	-1.21
62	1812	-1.24
63	1853	-0.96
64	1893	-0.53
65	1931	0.15
66	1970	-0.28
67	2009	-0.45
68	2049	-0.38
69	2089	-0.53
70	2129	-0.61
71	2171	-0.95
72	2212	-0.73
73	2253	0.12
74	2291	1.16
75	2331	-0.98
76	2374	-1.44
77	2418	-0.73
78	2460	-0.63
79	2501	0.30
80	2542	-0.27
81	2585	-1.36
82	2628	-0.17
83	2670	-0.02
84	2713	-1.19
85	2760	-1.97
86	2805	-0.61
87	2847	0.58
88	2889	-0.38
89	2934	-1.34
90	2980	-1.41
91	3026	-0.73
92	3070	-0.25
93	3114	-0.53
94	3158	-0.08
95	3201	0.15
96	3245	-0.43
97	3289	-0.61
98	3334	-0.30
99	3379	-0.13
100	3422	0.22
101	3466	0.17
102	3511	-0.91
103	3558	-0.90
104	3603	0.30
105	3646	0.65
106	3689	0.58
107	3732	0.03
108	3778	-0.63
109	3824	-0.46
110	3870	0.00
111	3915	-0.23
112	3962	-0.66
113	4009	-0.73
114	4057	-0.75
115	4104	-0.91
116	4153	-1.09
117	4202	-1.00
118	4250	-0.53
119	4295	0.55
120	4339	1.13
121	4381	1.13
122	4423	1.13
123	4466	1.13
124	4509	1.13
125	4552	0.88
126	4596	0.20
127	4642	-0.33
128	4690	-0.88
129	4739	-0.58
130	4786	0.25
131	4831	0.00
132	4880	-1.14
133	4929	-0.66
134	4977	-0.36
135	5025	-0.66
136	5072	0.13
137	5118	0.18
138	5165	-0.38
139	5212	-0.22
140	5259	0.28
141	5305	0.10
142	5351	0.08
143	5397	0.50
144	5442	0.50
145	5488	0.20
146	5534	0.02
147	5581	0.08
148	5627	0.03
149	5674	-0.06
150	5721	-0.15
151	5769	-0.25
152	5816	-0.22
153	5863	0.15
154	5909	0.45
155	5955	-0.13
156	6004	-0.73
157	6052	-0.21
158	6099	0.32
159	6145	-0.17
160	6193	-0.33
161	6241	0.09
162	6287	0.28
163	6334	-0.55
164	6385	-1.59
165	6436	-1.09
166	6486	-0.31
167	6534	-0.62
168	6583	-0.65
169	6631	0.37
170	6677	0.37
171	6724	-0.36
172	6773	-0.84
173	6823	-1.28
174	6874	-1.14
175	6924	-0.58
176	6973	-0.59
177	7023	-1.05
178	7074	-1.20
179	7124	-0.63
180	7172	0.02
181	7220	-0.04
182	7267	-0.11
183	7315	-0.29
184	7364	-0.81
185	7413	-0.58
186	7462	0.02
187	7509	-0.03
188	7555	0.48
189	7602	-0.02
190	7649	0.02
191	7697	-0.04
192	7745	-0.72
193	7794	-0.57
194	7844	-0.90
195	7894	-0.93
196	7944	-0.69
197	7994	-0.54
198	8043	-0.64
199	8091	0.30
200	8135	2.06
201	8178	0.59
202	8226	-0.87
203	8276	-0.78
204	8325	-0.55
205	8374	-0.21
206	8422	-0.26
207	8471	-0.52
208	8520	-0.65
209	8569	-0.68
210	8619	-0.73
211	8668	-0.56
212	8716	0.34
213	8763	0.13
214	8811	-0.81
215	8861	-0.53
216	8910	-0.54
217	8960	-0.88
218	9009	-0.48
219	9058	-0.41
220	9107	-0.60
221	9156	-0.51
222	9204	-0.13
223	9252	0.26
224	9298	0.03
225	9346	-0.39
226	9396	-0.82
227	9445	-0.70
228	9494	-0.16
229	9542	-0.16
230	9589	0.43
231	9635	0.51
232	9682	-0.46
233	9732	-0.80
234	9782	-0.85
235	9831	-0.74
236	9881	-0.36
237	9929	-0.37
238	9978	-0.65
239	10027	-0.28
240	10075	-0.47
241	10124	-0.58
242	10172	0.31
243	10218	0.52
244	10265	-0.18
245	10315	-1.30
246	10366	-0.97
247	10415	-0.43
248	10465	-0.76
249	10515	-0.77
250	10564	-0.79
251	10614	-0.90
252	10665	-0.96
253	10715	-0.70
254	10764	-0.26
255	10812	-0.44
256	10861	-0.62
257	10910	-0.15
258	10957	-0.12
259	11005	-0.23
260	11053	0.02
261	11100	0.09
262	11146	0.74
263	11191	0.81
264	11237	-0.18
265	11286	-0.48
266	11334	-0.27
267	11383	-0.73
268	11434	-1.22
269	11485	-1.29
270	11537	-1.57
271	11590	-1.59
272	11642	-1.61
273	11695	-1.83
274	11749	-2.20
275	11805	-2.37
276	11861	-2.85
277	11918	-2.55
278	11973	-2.19
279	12029	-2.84
280	12087	-3.09
281	12144	-2.77
282	12202	-2.90
283	12261	-3.88
284	12323	-4.18
285	12385	-3.96
286	12446	-3.61
287	12507	-3.76
288	12569	-4.25
289	12632	-4.25
290	12694	-3.91
291	12755	-3.57
292	12815	-3.24
293	12874	-3.40
294	12934	-3.50
295	12994	-3.67
296	13055	-3.85
297	13116	-3.75
298	13177	-3.72
299	13237	-3.45
300	13296	-3.17
301	13355	-3.17
302	13414	-3.67
303	13476	-4.28
304	13539	-4.02
305	13600	-3.57
306	13659	-3.27
307	13718	-2.91
308	13774	-2.19
309	13828	-2.04
310	13883	-2.24
311	13938	-2.06
312	13992	-2.32
313	14048	-2.57
314	14105	-2.83
315	14163	-3.08
316	14221	-3.34
317	14281	-3.60
318	14342	-3.85
319	14404	-4.11
320	14466	-3.64
321	14526	-3.82
322	14589	-4.34
323	14651	-3.98
324	14713	-3.92
325	14775	-4.14
326	14839	-4.52
327	14904	-4.68
328	14968	-4.44
329	15032	-4.66
330	15099	-5.32
331	15167	-5.40
332	15234	-5.00
333	15300	-4.81
334	15366	-4.74
335	15432	-5.15
336	15501	-5.71
337	15570	-5.60
338	15639	-5.44
339	15708	-5.57
340	15777	-5.29
341	15845	-5.35
342	15915	-6.19
343	15987	-5.99
344	16057	-5.75
345	16128	-6.08
346	16201	-6.34
347	16275	-6.74
348	16350	-6.88
349	16426	-6.88
350	16502	-6.74
351	16577	-6.77
352	16653	-6.97
353	16729	-7.16
354	16808	-7.49
355	16889	-8.33
356	16974	-8.51
357	17058	-8.04
358	17139	-7.60
359	17219	-7.53
360	17298	-7.45
361	17379	-8.09
362	17462	-8.27
363	17544	-7.68
364	17625	-7.78
365	17706	-7.84
366	17787	-7.82
367	17868	-7.72
368	17949	-7.75
369	18031	-8.19
370	18116	-8.63
371	18201	-8.16
372	18283	-7.89
373	18365	-7.74
374	18446	-7.97
375	18530	-8.50
376	18615	-8.43
377	18701	-8.73
378	18787	-8.46
379	18870	-7.58
380	18950	-7.63
381	19032	-8.11
382	19116	-8.26
383	19199	-8.03
384	19282	-7.81
385	19362	-7.54
386	19443	-7.70
387	19525	-8.15
388	19610	-8.45
389	19696	-8.71
390	19782	-8.52
391	19868	-8.61
392	19953	-7.99
393	20035	-7.62
394	20116	-7.84
395	20197	-7.52
396	20278	-7.82
397	20361	-8.11
398	20444	-8.08
399	20528	-8.03
400	20611	-8.04
401	20694	-7.96
402	20777	-7.87
403	20859	-7.94
404	20943	-8.12
405	21026	-8.10
406	21110	-7.93
407	21192	-7.91
408	21275	-7.91
409	21358	-8.00
410	21442	-8.09
411	21525	-7.73
412	21605	-7.36
413	21686	-7.66
414	21769	-8.24
415	21854	-8.33
416	21939	-8.12
417	22023	-8.15
418	22108	-8.41
419	22196	-8.82
420	22284	-8.82
421	22371	-8.45
422	22457	-8.30
423	22543	-8.37
424	22629	-8.45
425	22716	-8.52
426	22803	-8.59
427	22888	-7.97
428	22972	-7.92
429	23057	-8.50
430	23145	-8.80
431	23234	-8.89
432	23324	-9.01
433	23412	-8.54
434	23497	-7.76
435	23581	-8.20
436	23668	-8.63
437	23755	-8.63
438	23843	-8.63
439	23931	-8.44
440	24017	-8.26
441	24102	-8.03
442	24186	-7.87
443	24272	-8.68
444	24363	-9.39
445	24453	-8.46
446	24537	-7.53
447	24619	-7.51
448	24700	-7.50
449	24781	-7.25
450	24860	-7.00
451	24941	-7.57
452	25024	-8.14
453	25109	-7.98
454	25193	-7.83
455	25277	-7.68
456	25360	-7.89
457	25445	-8.27
458	25531	-8.13
459	25615	-7.70
460	25697	-7.05
461	25776	-6.98
462	25855	-7.26
463	25936	-7.29
464	26017	-7.47
465	26099	-7.48
466	26180	-7.16
467	26261	-7.24
468	26342	-7.55
469	26425	-7.82
470	26510	-8.05
471	26595	-8.09
472	26681	-8.09
473	26766	-7.74
474	26849	-7.56
475	26933	-7.90
476	27019	-8.64
477	27110	-9.02
478	27202	-9.02
479	27293	-8.82
480	27382	-8.62
481	27470	-8.14
482	27555	-7.84
483	27641	-8.28
484	27730	-8.66
485	27819	-8.52
486	27907	-8.27
487	27993	-8.09
488	28079	-7.90
489	28163	-7.69
490	28247	-7.49
491	28331	-8.16
492	28420	-8.82
493	28510	-8.47
494	28597	-8.12
495	28683	-7.77
496	28766	-7.42
497	28848	-7.07
498	28927	-6.71
499	29006	-6.71
500	29085	-6.98
501	29166	-7.25
502	29249	-7.52
503	29332	-7.79
504	29418	-8.05
505	29505	-8.35
506	29594	-8.37
507	29682	-8.33
508	29771	-8.58
509	29861	-8.43
510	29949	-8.30
511	30036	-7.95
512	30120	-7.14
513	30201	-7.02
514	30283	-7.62
515	30368	-7.83
516	30453	-7.75
517	30538	-7.64
518	30622	-7.52
519	30705	-7.41
520	30788	-7.30
521	30871	-7.63
522	30957	-7.95
523	31043	-8.00
524	31130	-8.05
525	31216	-7.85
526	31302	-7.65
527	31387	-7.77
528	31473	-8.03
529	31560	-8.20
530	31648	-7.93
531	31733	-7.40
532	31815	-7.14
533	31896	-6.77
534	31976	-6.74
535	32056	-6.79
536	32137	-7.09
537	32219	-7.27
538	32300	-6.61
539	32380	-7.07
540	32463	-7.49
541	32546	-6.99
542	32626	-6.62
543	32705	-6.71
544	32787	-7.47
545	32871	-7.47
546	32955	-7.29
547	33039	-7.59
548	33124	-7.60
549	33209	-7.60
550	33293	-7.34
551	33376	-7.07
552	33459	-7.44
553	33544	-7.54
554	33628	-7.31
555	33711	-7.12
556	33793	-7.17
557	33877	-7.36
558	33960	-7.17
559	34041	-6.53
560	34121	-6.88
561	34202	-6.76
562	34281	-6.25
563	34360	-6.59
564	34438	-6.08
565	34515	-6.01
566	34592	-6.15
567	34669	-5.87
568	34744	-5.70
569	34818	-5.14
570	34889	-4.82
571	34960	-5.05
572	35033	-5.52
573	35108	-5.98
574	35185	-5.90
575	35261	-5.82
576	35336	-5.39
577	35409	-5.24
578	35482	-5.37
579	35556	-5.55
580	35631	-5.65
581	35705	-5.41
582	35780	-5.62
583	35855	-5.72
584	35930	-5.77
585	36007	-6.22
586	36086	-6.40
587	36166	-6.70
588	36248	-7.03
589	36331	-7.22
590	36416	-7.70
591	36502	-7.30
592	36585	-6.67
593	36666	-6.97
594	36748	-6.65
595	36827	-6.02
596	36905	-6.32
597	36985	-6.62
598	37066	-6.76
599	37148	-6.90
600	37230	-6.90
601	37313	-6.97
602	37396	-7.20
603	37479	-6.80
604	37558	-5.97
605	37637	-6.38
606	37718	-6.88
607	37799	-6.60
608	37880	-6.45
609	37959	-6.30
610	38039	-6.43
611	38120	-6.66
612	38201	-6.80
613	38284	-6.96
614	38367	-7.09
615	38451	-7.18
616	38535	-7.18
617	38619	-6.94
618	38702	-6.73
619	38783	-6.69
620	38865	-6.64
621	38946	-6.60
622	39027	-6.56
623	39107	-6.21
624	39185	-5.93
625	39263	-5.93
626	39341	-6.16
627	39420	-6.24
628	39499	-6.24
629	39579	-6.13
630	39657	-6.13
631	39735	-5.91
632	39812	-5.48
633	39889	-6.24
634	39971	-6.96
635	40054	-6.91
636	40138	-7.21
637	40223	-7.07
638	40305	-6.31
639	40386	-6.51
640	40468	-6.91
641	40551	-6.71
642	40632	-6.56
643	40714	-6.67
644	40796	-6.46
645	40875	-5.74
646	40952	-5.74
647	41031	-6.37
648	41112	-6.59
649	41191	-5.89
650	41268	-5.19
651	41342	-5.11
652	41415	-5.02
653	41489	-5.09
654	41564	-5.48
655	41638	-4.80
656	41710	-4.53
657	41782	-5.08
658	41855	-4.81
659	41927	-4.68
660	42001	-5.27
661	42077	-5.69
662	42152	-4.99
663	42225	-4.65
664	42298	-5.30
665	42374	-5.70
666	42451	-5.40
667	42527	-5.49
668	42603	-5.43
669	42679	-5.69
670	42758	-6.13
671	42837	-5.95
672	42916	-5.88
673	42994	-5.93
674	43073	-5.80
675	43150	-5.53
676	43226	-5.50
677	43304	-6.04
678	43385	-6.45
679	43464	-5.42
680	43540	-5.47
681	43619	-6.68
682	43702	-6.60
683	43785	-6.48
684	43868	-6.94
685	43952	-6.88
686	44036	-6.72
687	44120	-6.99
688	44206	-7.27
689	44292	-6.94
690	44377	-6.97
691	44463	-7.51
692	44551	-7.13
693	44634	-6.15
694	44715	-6.55
695	44800	-7.44
696	44887	-7.04
697	44972	-6.68
698	45055	-6.72
699	45139	-6.69
700	45225	-7.40
701	45315	-8.16
702	45407	-7.91
703	45497	-7.64
704	45587	-7.94
705	45677	-7.38
706	45762	-6.55
707	45846	-6.93
708	45932	-7.01
709	46018	-7.02
710	46104	-7.39
711	46193	-7.38
712	46281	-7.47
713	46370	-7.51
714	46457	-7.15
715	46543	-6.78
716	46628	-6.90
717	46713	-6.91
718	46797	-6.48
719	46881	-6.71
720	46966	-6.92
721	47050	-6.67
722	47133	-6.29
723	47214	-5.92
724	47295	-6.17
725	47378	-6.73
726	47462	-6.55
727	47546	-6.78
728	47631	-6.99
729	47716	-6.36
730	47798	-6.28
731	47881	-6.74
732	47966	-6.85
733	48050	-6.46
734	48134	-6.65
735	48218	-6.49
736	48300	-6.02
737	48381	-6.05
738	48461	-5.80
739	48541	-5.83
740	48622	-6.26
741	48704	-6.36
742	48787	-6.48
743	48870	-6.39
744	48953	-6.24
745	49034	-5.76
746	49113	-5.77
747	49193	-5.89
748	49272	-5.51
749	49350	-5.51
750	49430	-5.89
751	49510	-5.97
752	49591	-6.07
753	49672	-5.78
754	49750	-5.30
755	49828	-5.58
756	49907	-5.60
757	49985	-5.18
758	50061	-5.03
759	50138	-5.45
760	50217	-5.70
761	50295	-5.37
762	50374	-5.54
763	50452	-5.54
764	50531	-5.65
765	50610	-5.57
766	50688	-5.19
767	50766	-5.72
768	50847	-6.07
769	50928	-5.89
770	51009	-5.74
771	51086	-4.91
772	51159	-3.77
773	51230	-4.34
774	51306	-5.38
775	51384	-5.60
776	51465	-6.21
777	51549	-6.60
778	51633	-6.43
779	51715	-5.47
780	51794	-5.59
781	51874	-6.02
782	51955	-5.56
783	52034	-5.56
784	52114	-5.81
785	52195	-5.84
786	52275	-5.55
787	52352	-5.03
788	52430	-5.60
789	52511	-6.13
790	52594	-6.23
791	52679	-6.71
792	52763	-6.15
793	52846	-6.10
794	52931	-6.93
795	53019	-7.18
796	53107	-7.07
797	53193	-6.36
798	53275	-5.65
799	53355	-5.55
800	53436	-6.05
801	53520	-6.65
802	53606	-6.65
803	53692	-6.55
804	53775	-6.04
805	53858	-6.22
806	53942	-6.49
807	54026	-6.14
808	54111	-6.60
809	54198	-7.06
810	54286	-6.96
811	54372	-6.40
812	54457	-6.53
813	54544	-6.80
814	54629	-6.17
815	54713	-6.35
816	54797	-6.29
817	54881	-6.36
818	54967	-6.71
819	55052	-6.31
820	55136	-6.16
821	55218	-5.58
822	55297	-5.34
823	55377	-5.65
824	55457	-5.42
825	55536	-5.21
826	55615	-5.43
827	55694	-5.54
828	55775	-5.81
829	55855	-5.23
830	55933	-4.80
831	56009	-5.09
832	56087	-4.95
833	56163	-4.71
834	56239	-4.92
835	56317	-5.11
836	56394	-4.76
837	56471	-5.09
838	56548	-5.10
839	56624	-4.35
840	56698	-4.42
841	56774	-4.88
842	56850	-4.47
843	56922	-3.71
844	56993	-3.68
845	57065	-4.18
846	57139	-4.54
847	57215	-4.73
848	57289	-4.01
849	57362	-4.05
850	57436	-4.85
851	57513	-4.85
852	57590	-4.86
853	57669	-5.78
854	57750	-5.51
855	57828	-4.65
856	57905	-4.98
857	57981	-4.65
858	58057	-4.62
859	58133	-4.90
860	58211	-4.96
861	58286	-4.27
862	58360	-4.22
863	58436	-4.93
864	58514	-5.21
865	58594	-5.66
866	58676	-5.86
867	58759	-6.06
868	58842	-5.93
869	58925	-5.85
870	59008	-6.04
871	59093	-6.41
872	59178	-6.31
873	59262	-5.86
874	59345	-5.85
875	59428	-6.03
876	59511	-5.86
877	59593	-5.53
878	59674	-5.53
879	59755	-5.53
880	59836	-5.81
881	59921	-6.49
882	60007	-6.53
883	60093	-6.15
884	60177	-6.11
885	60262	-6.20
886	60348	-6.45
887	60433	-6.30
888	60519	-6.28
889	60605	-6.53
890	60692	-6.58
891	60779	-6.61
892	60869	-7.31
893	60961	-7.48
894	61052	-6.98
895	61141	-6.81
896	61229	-6.53
897	61317	-6.88
898	61406	-6.86
899	61496	-7.00
900	61586	-7.26
901	61677	-6.86
902	61765	-6.50
903	61852	-6.60
904	61941	-7.00
905	62031	-7.10
906	62121	-7.05
907	62213	-7.44
908	62307	-7.72
909	62401	-7.64
910	62497	-8.09
911	62594	-8.02
912	62689	-7.67
913	62783	-7.54
914	62877	-7.51
915	62970	-7.51
916	63064	-7.51
917	63157	-7.51
918	63249	-7.11
919	63338	-6.43
920	63424	-6.26
921	63512	-6.84
922	63600	-6.66
923	63688	-6.41
924	63776	-6.83
925	63865	-6.82
926	63954	-6.79
927	64043	-6.94
928	64134	-7.27
929	64228	-7.70
930	64322	-7.55
931	64416	-7.40
932	64510	-7.91
933	64605	-7.43
934	64698	-7.49
935	64793	-7.97
936	64890	-7.92
937	64987	-8.17
938	65085	-7.98
939	65182	-7.95
940	65278	-7.76
941	65371	-7.25
942	65464	-7.49
943	65559	-7.71
944	65655	-8.15
945	65756	-8.85
946	65855	-7.75
947	65949	-7.40
948	66045	-8.21
949	66144	-8.31
950	66243	-8.06
951	66338	-7.33
952	66429	-6.88
953	66520	-7.07
954	66613	-7.73
955	66708	-7.76
956	66803	-7.54
957	66898	-7.73
958	66992	-7.44
959	67085	-7.22
960	67178	-7.47
961	67272	-7.63
962	67367	-7.52
963	67462	-7.80
964	67557	-7.71
965	67653	-7.86
966	67750	-8.15
967	67848	-8.04
968	67945	-7.89
969	68041	-7.55
970	68136	-7.80
971	68233	-8.27
972	68330	-7.65
973	68424	-7.45
974	68520	-8.01
975	68617	-7.94
976	68715	-8.20
977	68811	-7.59
978	68902	-6.36
979	68987	-5.81
980	69071	-6.12
981	69155	-5.62
982	69238	-5.75
983	69324	-6.69
984	69413	-6.92
985	69506	-7.54
986	69599	-7.33
987	69691	-6.97
988	69780	-6.55
989	69869	-6.75
990	69959	-7.31
991	70054	-7.84
992	70149	-7.72
993	70243	-7.05
994	70334	-7.08
995	70425	-7.26
996	70515	-6.52
997	70600	-5.67
998	70683	-5.67
999	70766	-5.67
1000	70848	-5.66
1001	70931	-5.66
1002	71013	-5.70
1003	71096	-5.75
1004	71180	-5.93
1005	71264	-5.99
1006	71347	-5.44
1007	71427	-5.15
1008	71506	-4.60
1009	71584	-5.30
1010	71664	-5.20
1011	71743	-4.81
1012	71822	-5.36
1013	71905	-6.13
1014	71989	-5.55
1015	72070	-5.38
1016	72152	-5.69
1017	72235	-5.81
1018	72318	-5.82
1019	72403	-6.28
1020	72489	-6.53
1021	72578	-6.89
1022	72666	-6.39
1023	72753	-6.64
1024	72840	-5.97
1025	72922	-5.29
1026	73003	-5.77
1027	73087	-6.00
1028	73172	-6.31
1029	73258	-6.44
1030	73347	-7.10
1031	73440	-7.81
1032	73533	-6.96
1033	73620	-6.10
1034	73706	-6.61
1035	73795	-7.12
1036	73885	-6.85
1037	73973	-6.45
1038	74060	-6.56
1039	74150	-7.17
1040	74238	-6.31
1041	74322	-5.91
1042	74405	-5.62
1043	74484	-4.74
1044	74565	-6.03
1045	74651	-6.92
1046	74738	-5.87
1047	74821	-5.85
1048	74903	-5.68
1049	74985	-5.61
1050	75066	-5.41
1051	75147	-5.72
1052	75229	-5.42
1053	75308	-5.12
1054	75388	-5.32
1055	75468	-5.41
1056	75547	-5.13
1057	75625	-4.66
1058	75701	-4.53
1059	75776	-4.39
1060	75850	-4.35
1061	75928	-5.41
1062	76007	-5.00
1063	76084	-4.83
1064	76162	-5.23
1065	76239	-4.37
1066	76313	-4.05
1067	76388	-4.80
1068	76465	-5.08
1069	76543	-5.16
1070	76622	-5.22
1071	76700	-4.92
1072	76777	-4.67
1073	76854	-5.09
1074	76933	-5.50
1075	77014	-5.47
1076	77094	-5.42
1077	77175	-5.90
1078	77259	-6.33
1079	77345	-6.71
1080	77433	-7.14
1081	77521	-6.59
1082	77606	-5.81
1083	77687	-5.76
1084	77769	-5.81
1085	77853	-6.45
1086	77938	-6.52
1087	78025	-6.62
1088	78113	-7.28
1089	78200	-6.06
1090	78277	-3.82
1091	78353	-5.71
1092	78437	-6.79
1093	78522	-6.12
1094	78606	-6.32
1095	78690	-6.06
1096	78772	-5.78
1097	78854	-5.87
1098	78937	-6.24
1099	79020	-5.91
1100	79098	-4.80
1101	79174	-4.80
1102	79251	-5.00
1103	79327	-4.76
1104	79402	-4.33
1105	79478	-5.43
1106	79557	-5.50
1107	79636	-5.23
1108	79714	-4.93
1109	79791	-5.28
1110	79870	-5.41
1111	79947	-4.95
1112	80020	-3.66
1113	80093	-4.87
1114	80173	-6.38
1115	80257	-6.11
1116	80341	-6.39
1117	80422	-5.41
1118	80498	-4.45
1119	80572	-4.25
1120	80645	-4.40
1121	80719	-4.75
1122	80794	-4.75
1123	80869	-4.50
1124	80943	-4.67
1125	81019	-4.93
1126	81096	-5.20
1127	81170	-4.04
1128	81240	-3.29
1129	81309	-3.87
1130	81381	-4.45
1131	81453	-3.89
1132	81523	-3.33
1133	81592	-3.79
1134	81662	-3.79
1135	81732	-3.81
1136	81802	-3.74
1137	81872	-3.73
1138	81942	-3.83
1139	82012	-3.48
1140	82080	-3.56
1141	82148	-3.01
1142	82213	-2.54
1143	82280	-3.65
1144	82352	-4.85
1145	82427	-4.59
1146	82500	-4.31
1147	82573	-4.53
1148	82647	-4.75
1149	82721	-4.27
1150	82792	-3.78
1151	82860	-3.10
1152	82925	-2.42
1153	82990	-2.98
1154	83055	-2.58
1155	83121	-3.46
1156	83190	-3.92
1157	83261	-3.94
1158	83331	-3.94
1159	83401	-3.70
1160	83470	-3.62
1161	83538	-3.27
1162	83608	-4.39
1163	83679	-3.71
1164	83747	-3.23
1165	83814	-3.20
1166	83881	-3.54
1167	83952	-4.32
1168	84025	-4.64
1169	84097	-4.27
1170	84168	-3.91
1171	84238	-3.91
1172	84308	-3.92
1173	84378	-4.01
1174	84448	-3.76
1175	84515	-2.53
1176	84576	-1.64
1177	84638	-2.65
1178	84703	-3.03
1179	84770	-3.43
1180	84838	-3.49
1181	84905	-3.29
1182	84971	-2.92
1183	85036	-2.64
1184	85100	-2.48
1185	85164	-2.92
1186	85229	-3.12
1187	85296	-3.23
1188	85361	-2.69
1189	85425	-2.64
1190	85489	-2.47
1191	85551	-2.34
1192	85615	-2.71
1193	85680	-3.00
1194	85746	-3.53
1195	85814	-3.42
1196	85881	-3.53
1197	85949	-3.51
1198	86016	-3.38
1199	86083	-3.38
1200	86150	-3.38
1201	86218	-3.63
1202	86286	-3.76
1203	86355	-3.64
1204	86423	-3.78
1205	86492	-3.91
1206	86562	-4.34
1207	86635	-4.87
1208	86707	-3.99
1209	86777	-4.35
1210	86848	-4.14
1211	86919	-4.12
1212	86989	-4.17
1213	87060	-4.40
1214	87132	-4.49
1215	87203	-4.39
1216	87274	-3.86
1217	87342	-3.46
1218	87410	-4.15
1219	87482	-4.83
1220	87554	-4.35
1221	87624	-3.80
1222	87695	-4.55
1223	87766	-4.28
1224	87837	-4.13
1225	87907	-4.21
1226	87978	-4.43
1227	88049	-4.43
1228	88122	-4.79
1229	88196	-5.13
1230	88271	-5.12
1231	88345	-5.12
1232	88420	-5.11
1233	88495	-5.10
1234	88570	-5.07
1235	88644	-5.03
1236	88719	-5.07
1237	88793	-4.93
1238	88866	-4.86
1239	88938	-4.09
1240	89008	-4.10
1241	89077	-4.11
1242	89148	-4.65
1243	89221	-4.91
1244	89296	-5.34
1245	89373	-5.76
1246	89450	-5.23
1247	89523	-4.69
1248	89597	-5.10
1249	89672	-5.43
1250	89748	-5.42
1251	89825	-5.41
1252	89900	-5.06
1253	89973	-4.69
1254	90048	-5.61
1255	90128	-6.68
1256	90209	-5.94
1257	90286	-5.34
1258	90362	-5.58
1259	90440	-5.73
1260	90517	-5.77
1261	90594	-5.18
1262	90668	-5.11
1263	90740	-4.16
1264	90812	-5.00
1265	90885	-4.79
1266	90959	-5.02
1267	91033	-4.99
1268	91107	-5.19
1269	91182	-5.21
1270	91258	-5.72
1271	91336	-5.81
1272	91411	-4.73
1273	91480	-3.53
1274	91547	-3.61
1275	91615	-4.05
1276	91685	-4.12
1277	91753	-3.85
1278	91823	-4.61
1279	91896	-4.85
1280	91968	-4.59
1281	92040	-4.83
1282	92114	-5.10
1283	92187	-4.71
1284	92259	-4.54
1285	92329	-3.99
1286	92398	-4.12
1287	92470	-4.94
1288	92542	-4.77
1289	92617	-5.45
1290	92690	-4.58
1291	92759	-3.32
1292	92827	-4.28
1293	92897	-4.46
1294	92967	-4.06
1295	93037	-4.14
1296	93107	-4.62
1297	93180	-5.15
1298	93254	-4.70
1299	93325	-4.48
1300	93397	-4.69
1301	93468	-4.44
1302	93540	-4.92
1303	93615	-5.61
1304	93690	-4.68
1305	93761	-4.27
1306	93829	-3.45
1307	93895	-3.27
1308	93961	-3.45
1309	94026	-3.25
1310	94093	-3.88
1311	94164	-4.97
1312	94238	-4.97
1313	94311	-4.84
1314	94382	-4.12
1315	94450	-3.66
1316	94517	-3.51
1317	94585	-4.15
1318	94655	-4.35
1319	94725	-4.45
1320	94795	-4.05
1321	94864	-3.87
1322	94932	-3.80
1323	95000	-3.96
1324	95070	-4.39
1325	95141	-4.77
1326	95214	-4.90
1327	95284	-3.64
1328	95351	-3.39
1329	95418	-3.89
1330	95487	-4.00
1331	95556	-4.00
1332	95624	-4.00
1333	95693	-3.85
1334	95761	-3.70
1335	95828	-3.70
1336	95895	-3.70
1337	95964	-4.00
1338	96033	-4.30
1339	96103	-3.95
1340	96170	-3.50
1341	96237	-3.50
1342	96304	-3.80
1343	96372	-3.87
1344	96441	-4.23
1345	96511	-4.35
1346	96582	-4.28
1347	96652	-4.35
1348	96722	-3.88
1349	96791	-4.20
1350	96861	-4.51
1351	96933	-4.51
1352	97004	-4.51
1353	97075	-4.42
1354	97148	-5.24
1355	97222	-4.90
1356	97294	-4.35
1357	97365	-4.57
1358	97439	-5.46
1359	97514	-4.98
1360	97588	-4.88
1361	97659	-4.12
1362	97727	-3.36
1363	97794	-4.10
1364	97864	-4.24
1365	97936	-4.82
1366	98010	-5.38
1367	98085	-4.87
1368	98157	-4.38
1369	98228	-4.51
1370	98300	-4.84
1371	98371	-3.93
